Sn,Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
14042,231089,60+2,60+2,60+2,59+2,62+2,62+2,62+2,59+2,64+2,64+2,64+2,62+2,68+2,68+2,68+2,62+2,66+2,71+2,71+2,71+2,66+2,65+2,69+2,69+2,69+2,65+2,"CM,CDM"
14043,164529,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,57+2,61+2,61+2,61+2,57+2,64+2,67+2,67+2,67+2,64+2,64+2,69+2,69+2,69+2,64+2,CB
14044,229041,45+2,45+2,45+2,46+2,47+2,47+2,47+2,46+2,52+2,52+2,52+2,50+2,58+2,58+2,58+2,50+2,59+2,67+2,67+2,67+2,59+2,61+2,69+2,69+2,69+2,61+2,CB
14045,213937,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,59+2,58+2,58+2,58+2,59+2,57+2,51+2,51+2,51+2,57+2,"CAM,CM,LM"
14046,190640,59+2,59+2,59+2,58+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,60+2,65+2,67+2,67+2,67+2,65+2,65+2,68+2,68+2,68+2,65+2,"CB,CDM,CM"
14047,188336,46+2,46+2,46+2,44+2,44+2,44+2,44+2,44+2,46+2,46+2,46+2,46+2,50+2,50+2,50+2,46+2,59+2,62+2,62+2,62+2,59+2,62+2,68+2,68+2,68+2,62+2,CB
14048,172208,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,57+2,55+2,55+2,55+2,57+2,54+2,48+2,48+2,48+2,54+2,CAM
14049,231856,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,66+2,66+2,66+2,69+2,70+2,65+2,65+2,65+2,70+2,69+2,63+2,63+2,63+2,69+2,RB
14050,188335,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,47+2,45+2,45+2,45+2,47+2,46+2,45+2,45+2,45+2,46+2,ST
14051,235183,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14052,229039,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,65+2,62+2,62+2,62+2,65+2,68+2,64+2,64+2,64+2,68+2,68+2,63+2,63+2,63+2,68+2,"RWB,RB,RM"
14053,246702,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,46+2,44+2,44+2,44+2,46+2,45+2,44+2,44+2,44+2,45+2,ST
14054,243630,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,65+2,58+2,58+2,58+2,65+2,46+2,43+2,43+2,43+2,46+2,43+2,38+2,38+2,38+2,43+2,"ST,CF,CAM"
14055,229294,44+2,44+2,44+2,40+2,41+2,41+2,41+2,40+2,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,57+2,60+2,60+2,60+2,57+2,60+2,69+2,69+2,69+2,60+2,CB
14056,229038,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,66+2,68+2,68+2,68+2,66+2,65+2,67+2,67+2,67+2,65+2,"CDM,CM,CAM"
14057,228782,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,66+2,69+2,69+2,69+2,66+2,66+2,67+2,67+2,67+2,66+2,"CDM,CM"
14058,198062,43+2,43+2,43+2,37+2,39+2,39+2,39+2,37+2,40+2,40+2,40+2,40+2,47+2,47+2,47+2,40+2,54+2,62+2,62+2,62+2,54+2,57+2,69+2,69+2,69+2,57+2,CB
14059,215213,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14060,172716,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,69+2,69+2,69+2,66+2,62+2,64+2,64+2,64+2,62+2,60+2,58+2,58+2,58+2,60+2,"CM,CDM"
14061,169644,64+2,64+2,64+2,70+2,68+2,68+2,68+2,70+2,68+2,68+2,68+2,69+2,62+2,62+2,62+2,69+2,55+2,51+2,51+2,51+2,55+2,52+2,44+2,44+2,44+2,52+2,LM
14062,169388,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,65+2,66+2,66+2,66+2,65+2,62+2,59+2,59+2,59+2,62+2,"CM,RM"
14063,215212,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14064,214700,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,52+2,55+2,55+2,55+2,52+2,62+2,64+2,64+2,64+2,62+2,64+2,68+2,68+2,68+2,64+2,"CB,RB"
14065,232619,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,59+2,58+2,58+2,58+2,59+2,57+2,50+2,50+2,50+2,57+2,"RM,CAM"
14066,220075,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,"CDM,CM,CAM"
14067,200107,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,66+2,65+2,65+2,65+2,66+2,65+2,64+2,64+2,64+2,65+2,"LM,CM"
14068,199339,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14069,193706,54+2,54+2,54+2,47+2,49+2,49+2,49+2,47+2,50+2,50+2,50+2,50+2,55+2,55+2,55+2,50+2,59+2,64+2,64+2,64+2,59+2,62+2,69+2,69+2,69+2,62+2,CB
14070,192938,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,68+2,62+2,62+2,62+2,68+2,50+2,47+2,47+2,47+2,50+2,46+2,38+2,38+2,38+2,46+2,"LM,CAM"
14071,190634,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2,50+2,50+2,50+2,51+2,56+2,56+2,56+2,51+2,60+2,65+2,65+2,65+2,60+2,62+2,69+2,69+2,69+2,62+2,CB
14072,190122,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,69+2,69+2,69+2,66+2,65+2,68+2,68+2,68+2,65+2,64+2,64+2,64+2,64+2,64+2,CM
14073,188586,63+2,63+2,63+2,62+2,63+2,63+2,63+2,62+2,65+2,65+2,65+2,63+2,68+2,68+2,68+2,63+2,65+2,69+2,69+2,69+2,65+2,64+2,67+2,67+2,67+2,64+2,"CDM,CM"
14074,194216,55+2,55+2,55+2,59+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,68+2,65+2,65+2,65+2,68+2,68+2,66+2,66+2,66+2,68+2,"LB,LM"
14075,230824,56+2,56+2,56+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,68+2,66+2,66+2,66+2,68+2,68+2,66+2,66+2,66+2,68+2,"RB,RM"
14076,224424,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,63+2,60+2,60+2,60+2,63+2,61+2,52+2,52+2,52+2,61+2,"LM,CM,LB"
14077,189607,69+2,69+2,69+2,63+2,65+2,65+2,65+2,63+2,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,48+2,47+2,47+2,47+2,48+2,46+2,46+2,46+2,46+2,46+2,ST
14078,173735,55+2,55+2,55+2,62+2,60+2,60+2,60+2,62+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,LB
14079,235943,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,59+2,59+2,59+2,63+2,68+2,62+2,62+2,62+2,68+2,68+2,63+2,63+2,63+2,68+2,"RB,RWB,LB"
14080,231591,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,69+2,65+2,65+2,65+2,69+2,68+2,63+2,63+2,63+2,68+2,"LB,LM,LWB"
14081,237985,48+2,48+2,48+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,47+2,47+2,47+2,47+2,47+2,58+2,60+2,60+2,60+2,58+2,62+2,69+2,69+2,69+2,62+2,CB
14082,164769,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,63+2,60+2,60+2,60+2,63+2,47+2,49+2,49+2,49+2,47+2,45+2,46+2,46+2,46+2,45+2,ST
14083,209569,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2,"CAM,CM,CDM"
14084,186272,69+2,69+2,69+2,63+2,67+2,67+2,67+2,63+2,64+2,64+2,64+2,62+2,59+2,59+2,59+2,62+2,46+2,49+2,49+2,49+2,46+2,45+2,48+2,48+2,48+2,45+2,ST
14085,227232,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,62+2,62+2,62+2,68+2,57+2,54+2,54+2,54+2,57+2,55+2,51+2,51+2,51+2,55+2,"ST,RW"
14086,226720,64+2,64+2,64+2,70+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,56+2,48+2,48+2,48+2,56+2,53+2,39+2,39+2,39+2,53+2,"RW,LW"
14087,220064,63+2,63+2,63+2,71+2,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,63+2,60+2,60+2,60+2,63+2,60+2,51+2,51+2,51+2,60+2,"CM,LM"
14088,211872,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,69+2,67+2,67+2,67+2,69+2,69+2,66+2,66+2,66+2,69+2,"LB,LM"
14089,199584,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,68+2,69+2,69+2,69+2,68+2,68+2,69+2,69+2,69+2,68+2,"CDM,CM"
14090,242079,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,64+2,64+2,64+2,62+2,67+2,67+2,67+2,62+2,65+2,68+2,68+2,68+2,65+2,66+2,66+2,66+2,66+2,66+2,"CDM,CM"
14091,234399,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,69+2,69+2,69+2,68+2,63+2,63+2,63+2,68+2,53+2,51+2,51+2,51+2,53+2,50+2,45+2,45+2,45+2,50+2,"RW,ST"
14092,205215,48+2,48+2,48+2,47+2,48+2,48+2,48+2,47+2,50+2,50+2,50+2,52+2,57+2,57+2,57+2,52+2,60+2,65+2,65+2,65+2,60+2,62+2,68+2,68+2,68+2,62+2,CB
14093,203423,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14094,201887,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,63+2,61+2,61+2,61+2,63+2,61+2,54+2,54+2,54+2,61+2,"CM,CDM,CAM"
14095,194718,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,64+2,63+2,63+2,63+2,64+2,64+2,63+2,63+2,63+2,64+2,LM
14096,176542,69+2,69+2,69+2,67+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,57+2,53+2,53+2,53+2,57+2,55+2,51+2,51+2,51+2,55+2,ST
14097,227230,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,66+2,65+2,65+2,65+2,66+2,65+2,62+2,62+2,62+2,65+2,"RW,CAM,CM"
14098,212126,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,67+2,62+2,62+2,62+2,67+2,48+2,47+2,47+2,47+2,48+2,45+2,40+2,40+2,40+2,45+2,"CAM,CF"
14099,213917,50+2,50+2,50+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,62+2,64+2,64+2,64+2,62+2,64+2,69+2,69+2,69+2,64+2,CB
14100,229276,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,67+2,66+2,62+2,62+2,62+2,66+2,CM
14101,235419,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,69+2,63+2,63+2,63+2,69+2,52+2,49+2,49+2,49+2,52+2,49+2,41+2,41+2,41+2,49+2,"ST,CAM"
14102,229019,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,62+2,62+2,62+2,69+2,57+2,53+2,53+2,53+2,57+2,53+2,46+2,46+2,46+2,53+2,"RM,LM,ST"
14103,211099,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,69+2,62+2,62+2,62+2,69+2,56+2,52+2,52+2,52+2,56+2,54+2,49+2,49+2,49+2,54+2,"LW,RW"
14104,205210,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,61+2,65+2,65+2,65+2,61+2,66+2,69+2,69+2,69+2,66+2,66+2,70+2,70+2,70+2,66+2,"CDM,CM"
14105,189849,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,50+2,48+2,48+2,48+2,50+2,48+2,46+2,46+2,46+2,48+2,"ST,LM"
14106,214937,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,69+2,66+2,66+2,66+2,69+2,69+2,66+2,66+2,66+2,69+2,LB
14107,212121,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,"CDM,CB,CM"
14108,210329,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,68+2,63+2,63+2,63+2,68+2,52+2,49+2,49+2,49+2,52+2,49+2,40+2,40+2,40+2,49+2,"CAM,RW"
14109,203161,45+2,45+2,45+2,40+2,42+2,42+2,42+2,40+2,42+2,42+2,42+2,43+2,48+2,48+2,48+2,43+2,56+2,61+2,61+2,61+2,56+2,59+2,69+2,69+2,69+2,59+2,CB
14110,202905,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,51+2,49+2,49+2,49+2,51+2,48+2,44+2,44+2,44+2,48+2,ST
14111,188824,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,69+2,68+2,68+2,68+2,69+2,LB
14112,172696,69+2,69+2,69+2,62+2,64+2,64+2,64+2,62+2,60+2,60+2,60+2,61+2,53+2,53+2,53+2,61+2,45+2,41+2,41+2,41+2,45+2,42+2,40+2,40+2,40+2,42+2,ST
14113,229528,56+2,56+2,56+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,67+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,68+2,68+2,LB
14114,215192,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,68+2,65+2,65+2,65+2,68+2,"RB,RM"
14115,243863,47+2,47+2,47+2,42+2,45+2,45+2,45+2,42+2,47+2,47+2,47+2,45+2,55+2,55+2,55+2,45+2,57+2,66+2,66+2,66+2,57+2,60+2,69+2,69+2,69+2,60+2,CB
14116,235927,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,60+2,60+2,60+2,67+2,47+2,45+2,45+2,45+2,47+2,44+2,39+2,39+2,39+2,44+2,"ST,LM"
14117,203159,44+2,44+2,44+2,39+2,40+2,40+2,40+2,39+2,40+2,40+2,40+2,42+2,47+2,47+2,47+2,42+2,57+2,62+2,62+2,62+2,57+2,60+2,69+2,69+2,69+2,60+2,CB
14118,176790,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,65+2,65+2,65+2,70+2,60+2,57+2,57+2,57+2,60+2,57+2,54+2,54+2,54+2,57+2,"ST,RM"
14119,238486,64+2,64+2,64+2,70+2,68+2,68+2,68+2,70+2,68+2,68+2,68+2,69+2,63+2,63+2,63+2,69+2,59+2,55+2,55+2,55+2,59+2,56+2,51+2,51+2,51+2,56+2,"RM,LM"
14120,162198,68+2,68+2,68+2,64+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2,49+2,50+2,50+2,50+2,49+2,46+2,46+2,46+2,46+2,46+2,"ST,LW"
14121,208790,66+2,66+2,66+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,69+2,59+2,59+2,59+2,69+2,48+2,43+2,43+2,43+2,48+2,44+2,34+2,34+2,34+2,44+2,"LM,RM,CF"
14122,193685,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,69+2,66+2,66+2,66+2,69+2,70+2,67+2,67+2,67+2,70+2,69+2,67+2,67+2,67+2,69+2,"RB,RM"
14123,229011,52+2,52+2,52+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,59+2,63+2,63+2,63+2,59+2,65+2,69+2,69+2,69+2,65+2,66+2,70+2,70+2,70+2,66+2,CDM
14124,213902,56+2,56+2,56+2,56+2,58+2,58+2,58+2,56+2,59+2,59+2,59+2,59+2,64+2,64+2,64+2,59+2,63+2,68+2,68+2,68+2,63+2,64+2,68+2,68+2,68+2,64+2,"CDM,CM"
14125,193421,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,70+2,70+2,70+2,68+2,68+2,68+2,68+2,68+2,61+2,62+2,62+2,62+2,61+2,59+2,55+2,55+2,55+2,59+2,"CM,CDM,CAM,LM"
14126,186253,56+2,56+2,56+2,54+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,55+2,64+2,65+2,65+2,65+2,64+2,65+2,69+2,69+2,69+2,65+2,"CB,LB"
14127,215437,49+2,49+2,49+2,56+2,52+2,52+2,52+2,56+2,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,69+2,66+2,66+2,66+2,69+2,69+2,69+2,69+2,69+2,69+2,RB
14128,214413,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,69+2,70+2,70+2,70+2,69+2,68+2,66+2,66+2,66+2,68+2,"CM,CDM"
14129,174732,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,67+2,68+2,68+2,68+2,67+2,66+2,67+2,67+2,67+2,66+2,CDM
14130,172684,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14131,236172,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,56+2,59+2,59+2,59+2,56+2,54+2,53+2,53+2,53+2,54+2,CAM
14132,204684,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,"ST,CAM,LW,RW"
14133,231563,69+2,69+2,69+2,66+2,69+2,69+2,69+2,66+2,67+2,67+2,67+2,63+2,57+2,57+2,57+2,63+2,43+2,41+2,41+2,41+2,43+2,40+2,38+2,38+2,38+2,40+2,ST
14134,225931,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,66+2,66+2,66+2,70+2,59+2,58+2,58+2,58+2,59+2,56+2,53+2,53+2,53+2,56+2,"RW,LW,CM"
14135,221323,47+2,47+2,47+2,44+2,44+2,44+2,44+2,44+2,43+2,43+2,43+2,46+2,46+2,46+2,46+2,46+2,59+2,59+2,59+2,59+2,59+2,62+2,69+2,69+2,69+2,62+2,CB
14136,211339,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,65+2,61+2,61+2,61+2,65+2,63+2,54+2,54+2,54+2,63+2,LM
14137,205451,44+2,44+2,44+2,37+2,40+2,40+2,40+2,37+2,40+2,40+2,40+2,41+2,48+2,48+2,48+2,41+2,56+2,62+2,62+2,62+2,56+2,59+2,69+2,69+2,69+2,59+2,CB
14138,105866,49+2,49+2,49+2,43+2,46+2,46+2,46+2,43+2,46+2,46+2,46+2,44+2,53+2,53+2,53+2,44+2,56+2,63+2,63+2,63+2,56+2,58+2,68+2,68+2,68+2,58+2,CB
14139,215178,47+2,47+2,47+2,49+2,46+2,46+2,46+2,49+2,47+2,47+2,47+2,53+2,52+2,52+2,52+2,53+2,65+2,63+2,63+2,63+2,65+2,66+2,68+2,68+2,68+2,66+2,CB
14140,212618,68+2,68+2,68+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,60+2,57+2,57+2,57+2,60+2,52+2,53+2,53+2,53+2,52+2,52+2,56+2,56+2,56+2,52+2,ST
14141,232329,68+2,68+2,68+2,64+2,67+2,67+2,67+2,64+2,66+2,66+2,66+2,63+2,60+2,60+2,60+2,63+2,43+2,44+2,44+2,44+2,43+2,40+2,39+2,39+2,39+2,40+2,ST
14142,214409,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,69+2,70+2,70+2,70+2,69+2,68+2,68+2,68+2,68+2,68+2,"CM,CDM"
14143,237960,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,70+2,66+2,66+2,66+2,70+2,69+2,66+2,66+2,66+2,69+2,68+2,66+2,66+2,66+2,68+2,"RW,RB"
14144,158088,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,69+2,70+2,70+2,70+2,69+2,69+2,72+2,72+2,72+2,69+2,LB
14145,169607,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,64+2,64+2,64+2,60+2,65+2,69+2,69+2,69+2,65+2,66+2,69+2,69+2,69+2,66+2,"CDM,CM"
14146,193414,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,"LW,LB,CM,LM"
14147,178566,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14148,178310,49+2,49+2,49+2,50+2,48+2,48+2,48+2,50+2,46+2,46+2,46+2,52+2,49+2,49+2,49+2,52+2,66+2,61+2,61+2,61+2,66+2,68+2,67+2,67+2,67+2,68+2,"RB,CB"
14149,214662,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,64+2,64+2,64+2,69+2,56+2,52+2,52+2,52+2,56+2,53+2,45+2,45+2,45+2,53+2,"RM,LM,RW"
14150,203398,56+2,56+2,56+2,59+2,57+2,57+2,57+2,59+2,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,68+2,66+2,66+2,66+2,68+2,68+2,69+2,69+2,69+2,68+2,"LB,CB"
14151,178565,56+2,56+2,56+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,70+2,64+2,64+2,64+2,70+2,69+2,61+2,61+2,61+2,69+2,LB
14152,225669,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,69+2,68+2,68+2,68+2,69+2,69+2,68+2,68+2,68+2,69+2,RB
14153,205701,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,67+2,67+2,67+2,68+2,58+2,58+2,58+2,68+2,51+2,44+2,44+2,44+2,51+2,47+2,40+2,40+2,40+2,47+2,RM
14154,167812,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,55+2,56+2,56+2,56+2,55+2,63+2,64+2,64+2,64+2,63+2,64+2,68+2,68+2,68+2,64+2,CB
14155,164484,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14156,214404,40+2,40+2,40+2,35+2,35+2,35+2,35+2,35+2,37+2,37+2,37+2,38+2,45+2,45+2,45+2,38+2,55+2,60+2,60+2,60+2,55+2,59+2,69+2,69+2,69+2,59+2,CB
14157,205188,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,64+2,58+2,58+2,58+2,64+2,49+2,47+2,47+2,47+2,49+2,46+2,44+2,44+2,44+2,46+2,ST
14158,204676,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,65+2,65+2,65+2,67+2,"CDM,CM"
14159,150659,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
14160,179842,48+2,48+2,48+2,55+2,53+2,53+2,53+2,55+2,55+2,55+2,55+2,60+2,60+2,60+2,60+2,60+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,68+2,RB
14161,228738,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,68+2,68+2,68+2,68+2,59+2,59+2,59+2,68+2,52+2,45+2,45+2,45+2,52+2,49+2,39+2,39+2,39+2,49+2,"RM,ST"
14162,190593,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,55+2,54+2,54+2,54+2,55+2,52+2,47+2,47+2,47+2,52+2,"CAM,CM,CF"
14163,187265,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,55+2,52+2,52+2,52+2,55+2,52+2,45+2,45+2,45+2,52+2,"RM,CAM"
14164,240257,59+2,59+2,59+2,63+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,65+2,62+2,62+2,62+2,65+2,68+2,65+2,65+2,65+2,68+2,68+2,66+2,66+2,66+2,68+2,"RB,RWB"
14165,163713,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,69+2,67+2,67+2,67+2,69+2,57+2,56+2,56+2,56+2,57+2,55+2,50+2,50+2,50+2,55+2,ST
14166,221313,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,60+2,60+2,60+2,69+2,52+2,47+2,47+2,47+2,52+2,49+2,41+2,41+2,41+2,49+2,RM
